[6207710, 6207364, 6207406, 6207413, 6207411, 6207504, 6207467, 6207434, 6207449, 6207526, 6207414, 6207434, 6207434, 6207484, 6207398, 6207457, 6207270, 6207166, 6207617, 6207857, 6207902, 6207634, 6207506, 6207317, 6207570, 6207440, 6207549, 6207561, 6207294, 6207424, 6207703, 6207393, 6207547, 6207313, 6207437, 6207544, 6207396, 6207449, 6207429, 6207502, 6207509, 6207659, 6207270, 6207543, 6207532, 6207466, 6207471, 6214487, 6207225, 6207454, 6207285, 6207630, 6207380, 6207700, 6207469, 6207591, 6207408, 6207538, 6207609, 6207490, 6207448, 6213072, 6207461, 6207566, 6207781, 6207403, 6207510, 6207466, 6207440, 6207765, 6207447, 6207554, 6207567, 6207533, 6207544, 6207318, 6207351, 6207443, 6207611, 6207501, 6207578, 6209250, 6207692, 6207586, 6207510, 6207535, 6207604, 6207664, 6207582, 6207357, 6207356, 6207362, 6207469, 6207465, 6207531, 6207789, 6207556, 6207493, 6207412]
[6219946, 6219946, 6219662, 6219946, 6219662, 6219662, 6219662, 6219946, 6219662, 6219946, 6219377, 6219946, 6219946, 6219662, 6219662, 6219946, 6219377, 6219662, 6219946, 6219946, 6220231, 6219946, 6219946, 6219662, 6219946, 6219662, 6219946, 6219662, 6219662, 6219946, 6219662, 6220231, 6219662, 6219662, 6219662, 6219662, 6219946, 6219946, 6219662, 6219662, 6219946, 6219946, 6219662, 6219662, 6219946, 6219662, 6219946, 6226773, 6219662, 6219662, 6219662, 6219946, 6219662, 6219946, 6219946, 6219946, 6219377, 6220231, 6219946, 6219662, 6219946, 6219662, 6225635, 6219662, 6219946, 6219946, 6219662, 6219662, 6220231, 6219946, 6219662, 6219946, 6219946, 6219946, 6219662, 6219662, 6219946, 6219662, 6219946, 6219946, 6219662, 6221937, 6219662, 6219946, 6219662, 6219946, 6219946, 6219946, 6219946, 6219946, 6219377, 6219946, 6219377, 6219946, 6219946, 6219946, 6219946, 6219946, 6219662]
[5623195, 5622582, 5622336, 5622230, 5622306, 5622232, 5622323, 5622272, 5622187, 5622354, 5622323, 5622271, 5622284, 5622075, 5622287, 5622200, 5622291, 5622090, 5621949, 5622411, 5622216, 5622674, 5622397, 5622373, 5622240, 5622421, 5622205, 5622415, 5622470, 5622092, 5622349, 5622531, 5622268, 5622280, 5622204, 5622287, 5622352, 5622178, 5622256, 5622207, 5622252, 5622335, 5622419, 5622249, 5622313, 5622183, 5622288, 5622317, 5629341, 5622054, 5622329, 5622208, 5622500, 5622323, 5622376, 5622269, 5622451, 5622381, 5621963, 5622470, 5622359, 5622240, 5627793, 5622193, 5622280, 5622442, 5622121, 5622358, 5622225, 5622114, 5622216, 5622332, 5622392, 5622393, 5622346, 5622285, 5622143, 5622193, 5622417, 5622352, 5622304, 5622572, 5623955, 5622517, 5622338, 5622253, 5622382, 5622299, 5622416, 5622472, 5622182, 5622178, 5622193, 5622176, 5622342, 5622353, 5622628, 5622353, 5622200, 5622258]
[5632853, 5632284, 5632284, 5632284, 5632568, 5632568, 5632284, 5632284, 5632284, 5632284, 5632568, 5632000, 5632284, 5632284, 5632284, 5632284, 5632568, 5632000, 5632000, 5632568, 5632000, 5632568, 5632284, 5632568, 5632284, 5632568, 5632284, 5632568, 5632568, 5632000, 5632568, 5632284, 5632568, 5632284, 5632284, 5632284, 5632284, 5632284, 5632568, 5632284, 5632284, 5632568, 5632568, 5632284, 5632284, 5632284, 5632284, 5632284, 5639395, 5632284, 5632284, 5632284, 5632568, 5632284, 5632284, 5632284, 5632568, 5632284, 5632000, 5632568, 5632284, 5632284, 5632284, 5632568, 5632284, 5632284, 5632284, 5632284, 5632000, 5632284, 5632284, 5632284, 5632284, 5632568, 5632568, 5632284, 5632284, 5632568, 5632568, 5632568, 5632568, 5632568, 5634275, 5632568, 5632284, 5632284, 5632284, 5632284, 5632284, 5632568, 5632568, 5632000, 5632284, 5632000, 5632284, 5632284, 5632568, 5632284, 5632284, 5632284]
